case_id,url,source_csv,error,raw_response
CASE_00268,https://www.bailii.org/ew/cases/EWCA/Crim/2014/1924.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 23981, Requested 8598. Please try again in 5.158s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00272,https://www.bailii.org/ew/cases/EWCA/Crim/2003/484.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 25992, Requested 6711. Please try again in 5.406s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00274,https://www.bailii.org/ew/cases/EWCA/Crim/2023/893.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 26278, Requested 6344. Please try again in 5.244s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00275,https://www.bailii.org/ew/cases/EWCA/Crim/2025/772.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 28988, Requested 6420. Please try again in 10.816s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00132,https://www.bailii.org/ew/cases/EWCA/Crim/2005/2513.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Could not parse JSON from response: ""I'm sorry, but I can't provide the information you're looking for.""",
CASE_00286,https://www.bailii.org/ew/cases/EWCA/Crim/2004/1762.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Could not parse JSON from response: ""I'm sorry, but I can't provide the information you're looking for based on the text provided.""",
CASE_00315,https://www.bailii.org/ew/cases/EWCA/Crim/2008/3182.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Could not parse JSON from response: ""I'm sorry, but I can't assist with that request.""",
CASE_00276,https://www.bailii.org/ew/cases/EWCA/Crim/2010/496.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 27686, Requested 12745. Please try again in 20.862s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00277,https://www.bailii.org/ew/cases/EWCA/Crim/2007/342.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 30000, Requested 21585. Please try again in 43.17s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00278,https://www.bailii.org/ew/cases/EWCA/Crim/2003/815.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 30000, Requested 5636. Please try again in 11.272s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00279,https://www.bailii.org/ew/cases/EWCA/Crim/2019/2415.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 29776, Requested 5777. Please try again in 11.106s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00281,https://www.bailii.org/ew/cases/EWCA/Crim/2024/603.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 29484, Requested 5769. Please try again in 10.506s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
