src_label,dst_label,support_cases,obs_count,mean_score,max_score,src_type,dst_type
boasting_admissions,alibi_claim,2,32,0.375,0.42,narrative,narrative
wound_sharp_force,assault_method_shooting,2,14,0.3722857142857143,0.47,evidence,narrative
planning_premeditation,weapon_petrol_fire,2,19,0.371578947368421,0.42,narrative,narrative
weapon_petrol_fire,planning_premeditation,2,19,0.371578947368421,0.42,narrative,narrative
weapon_sharp,boasting_admissions,2,24,0.37104166666666666,0.42,narrative,narrative
boasting_admissions,weapon_sharp,2,24,0.3705416666666667,0.42,narrative,narrative
actus_reus_killing,manslaughter_unlawful_act,2,3,0.3666666666666667,0.42,legal_facts,legal_facts
manslaughter_unlawful_act,actus_reus_killing,2,3,0.3666666666666667,0.42,legal_facts,legal_facts
alibi_claim,strangulation,2,58,0.36517241379310345,0.42,narrative,narrative
strangulation,alibi_claim,2,58,0.36517241379310345,0.42,narrative,narrative
wound_sharp_force,motive_jealousy_revenge,2,5,0.362,0.47,evidence,narrative
location_private_dwelling,strangulation,2,6,0.36000000000000004,0.42,narrative,narrative
strangulation,location_private_dwelling,2,6,0.36000000000000004,0.42,narrative,narrative
joint_enterprise_presence,weapon_petrol_fire,2,40,0.35960000000000003,0.42,narrative,narrative
weapon_petrol_fire,joint_enterprise_presence,2,40,0.35960000000000003,0.42,narrative,narrative
confession_or_admission,inconsistent_statements,2,23,0.3573913043478261,0.42,evidence,evidence
inconsistent_statements,confession_or_admission,2,23,0.3573913043478261,0.42,evidence,evidence
prior_threats,confession_or_admission,2,2,0.356,0.44,narrative,evidence
defendant_intoxicated,location_private_dwelling,2,3,0.35333333333333333,0.42,narrative,narrative
location_private_dwelling,defendant_intoxicated,2,3,0.35333333333333333,0.42,narrative,narrative
assault_method_shooting,weapon_petrol_fire,2,85,0.34696470588235295,0.42,narrative,narrative
weapon_petrol_fire,assault_method_shooting,2,85,0.34696470588235295,0.42,narrative,narrative
assault_method_shooting,defendant_intoxicated,2,25,0.3432,0.42,narrative,narrative
defendant_intoxicated,assault_method_shooting,2,25,0.3432,0.42,narrative,narrative
assault_method_blunt_force,strangulation,2,5,0.34299999999999997,0.57,narrative,narrative
strangulation,assault_method_blunt_force,2,5,0.34299999999999997,0.57,narrative,narrative
manslaughter_unlawful_act,murder,2,24,0.3426666666666667,0.42,legal_facts,legal_facts
murder,manslaughter_unlawful_act,2,24,0.3426666666666667,0.42,legal_facts,legal_facts
self_defence_legal,wound_sharp_force,2,20,0.34199999999999997,0.37,legal_facts,evidence
weapon_petrol_fire,weapon_petrol_fire,2,32,0.34125,0.42,narrative,narrative
assault_method_blunt_force,tied_restraint,2,4,0.33999999999999997,0.42,narrative,narrative
defendant_intoxicated,weapon_firearm,2,2,0.33999999999999997,0.42,narrative,narrative
insanity,mens_rea_intent_to_kill,2,4,0.33999999999999997,0.42,legal_facts,legal_facts
mens_rea_intent_to_kill,insanity,2,4,0.33999999999999997,0.42,legal_facts,legal_facts
strangulation,tied_restraint,2,2,0.33999999999999997,0.42,narrative,narrative
tied_restraint,assault_method_blunt_force,2,4,0.33999999999999997,0.42,narrative,narrative
tied_restraint,strangulation,2,2,0.33999999999999997,0.42,narrative,narrative
weapon_firearm,defendant_intoxicated,2,2,0.33999999999999997,0.42,narrative,narrative
alibi_claim,weapon_petrol_fire,2,129,0.33708527131782945,0.42,narrative,narrative
weapon_petrol_fire,alibi_claim,2,129,0.33708527131782945,0.42,narrative,narrative
confession_or_admission,weapon_petrol_fire,2,55,0.3334363636363636,0.47,evidence,narrative
weapon_firearm,weapon_petrol_fire,2,275,0.33151636363636366,0.42,narrative,narrative
weapon_petrol_fire,weapon_firearm,2,275,0.33151636363636366,0.42,narrative,narrative
murder,inconsistent_statements,2,74,0.33104054054054055,0.37,legal_facts,evidence
location_public_space,weapon_petrol_fire,2,125,0.330952,0.42,narrative,narrative
weapon_petrol_fire,location_public_space,2,125,0.330952,0.42,narrative,narrative
location_public_space,prior_threats,2,14,0.32628571428571423,0.42,narrative,narrative
prior_threats,location_public_space,2,14,0.32628571428571423,0.42,narrative,narrative
flight_after_offence,location_public_space,2,20,0.32599999999999996,0.42,narrative,narrative
location_public_space,flight_after_offence,2,20,0.32599999999999996,0.42,narrative,narrative
abduction,encounter,2,10,0.324,0.42,narrative,narrative
encounter,abduction,2,10,0.324,0.42,narrative,narrative
encounter,flight_after_offence,2,7,0.32285714285714284,0.42,narrative,narrative
flight_after_offence,encounter,2,7,0.32285714285714284,0.42,narrative,narrative
diminished_responsibility,unlawful_killing,2,34,0.3225882352941176,0.42,legal_facts,legal_facts
unlawful_killing,diminished_responsibility,2,34,0.3225882352941176,0.42,legal_facts,legal_facts
lawful_killing_self_defence,confession_or_admission,2,20,0.3156,0.37,legal_facts,evidence
defendant_intoxicated,flight_after_offence,2,4,0.315,0.42,narrative,narrative
flight_after_offence,defendant_intoxicated,2,4,0.315,0.42,narrative,narrative
defendant_intoxicated,joint_enterprise_presence,2,7,0.31485714285714284,0.42,narrative,narrative
joint_enterprise_presence,defendant_intoxicated,2,7,0.31485714285714284,0.42,narrative,narrative
mens_rea_intent_to_kill,alibi_claim,2,23,0.31478260869565217,0.32,legal_facts,narrative
loss_of_control,confession_or_admission,2,6,0.312,0.37,legal_facts,evidence
loss_of_control,mens_rea_intent_to_kill,2,8,0.31,0.42,legal_facts,legal_facts
mens_rea_intent_to_kill,loss_of_control,2,8,0.31,0.42,legal_facts,legal_facts
causation,diminished_responsibility,2,62,0.3061935483870968,0.42,legal_facts,legal_facts
diminished_responsibility,causation,2,62,0.3061935483870968,0.42,legal_facts,legal_facts
unlawful_killing,wound_sharp_force,2,4,0.3,0.37,legal_facts,evidence
planning_premeditation,tied_restraint,2,3,0.3,0.32,narrative,narrative
tied_restraint,planning_premeditation,2,3,0.3,0.32,narrative,narrative
defendant_intoxicated,strangulation,2,3,0.29333333333333333,0.42,narrative,narrative
strangulation,defendant_intoxicated,2,3,0.29333333333333333,0.42,narrative,narrative
boasting_admissions,location_private_dwelling,2,2,0.29000000000000004,0.32,narrative,narrative
location_private_dwelling,boasting_admissions,2,2,0.29000000000000004,0.32,narrative,narrative
causation,mens_rea_intent_to_kill,2,90,0.28826666666666667,0.42,legal_facts,legal_facts
mens_rea_intent_to_kill,causation,2,90,0.28826666666666667,0.42,legal_facts,legal_facts
abduction,strangulation,2,8,0.28625,0.32,narrative,narrative
strangulation,abduction,2,8,0.28625,0.32,narrative,narrative
confession_or_admission,flight_after_offence,2,9,0.2861111111111111,0.47,evidence,narrative
self_defence_legal,encounter,2,68,0.2838235294117647,0.32,legal_facts,narrative
self_defence_legal,motive_jealousy_revenge,2,74,0.2810810810810811,0.47,legal_facts,narrative
joint_enterprise_presence,tied_restraint,2,3,0.28,0.32,narrative,narrative
tied_restraint,joint_enterprise_presence,2,3,0.28,0.32,narrative,narrative
loss_of_control,motive_jealousy_revenge,2,32,0.2796875,0.47,legal_facts,narrative
loss_of_control,planning_premeditation,2,124,0.2783870967741936,0.34,legal_facts,narrative
accessory_or_complicity,strangulation,2,18,0.27666666666666667,0.32,legal_facts,narrative
accessory_or_complicity,mens_rea_intent_to_kill,2,36,0.276,0.42,legal_facts,legal_facts
mens_rea_intent_to_kill,accessory_or_complicity,2,36,0.276,0.42,legal_facts,legal_facts
loss_of_control,assault_method_shooting,2,160,0.2750125,0.32,legal_facts,narrative
mens_rea_intent_to_kill,abduction,2,8,0.27125,0.32,legal_facts,narrative
loss_of_control,encounter,2,32,0.2703125,0.32,legal_facts,narrative
actus_reus_killing,weapon_blunt,2,29,0.2699655172413793,0.32,legal_facts,narrative
loss_of_control,weapon_firearm,2,66,0.26921212121212124,0.32,legal_facts,narrative
mens_rea_intent_to_kill,assault_method_shooting,2,223,0.2669775784753363,0.32,legal_facts,narrative
lawful_killing_self_defence,location_public_space,2,12,0.264,0.32,legal_facts,narrative
murder,weapon_petrol_fire,2,341,0.2607741935483871,0.32,legal_facts,narrative
lawful_killing_self_defence,assault_method_shooting,2,16,0.26,0.32,legal_facts,narrative
manslaughter_unlawful_act,weapon_present,2,2,0.26,0.32,legal_facts,narrative
assault_method_blunt_force,location_private_dwelling,2,7,0.2578571428571429,0.32,narrative,narrative
location_private_dwelling,assault_method_blunt_force,2,7,0.2578571428571429,0.32,narrative,narrative
lawful_killing_self_defence,defendant_intoxicated,2,3,0.256,0.32,legal_facts,narrative
weapon_blunt,assault_method_stabbing,2,5,0.256,0.3,narrative,narrative
lawful_killing_self_defence,assault_method_stabbing,2,3,0.255,0.32,legal_facts,narrative
assault_method_blunt_force,weapon_blunt,2,3,0.255,0.26,narrative,narrative
weapon_blunt,assault_method_blunt_force,2,3,0.255,0.26,narrative,narrative
assault_method_stabbing,weapon_blunt,2,5,0.252,0.28,narrative,narrative
unlawful_killing,alibi_claim,2,43,0.25146511627906976,0.32,legal_facts,narrative
murder,prior_conflict,2,74,0.2510810810810811,0.32,legal_facts,narrative
unlawful_killing,location_private_dwelling,2,3,0.245,0.245,legal_facts,narrative
lawful_killing_self_defence,weapon_sharp,2,44,0.2442727272727273,0.32,legal_facts,narrative
mens_rea_intent_to_kill,strangulation,2,16,0.2421875,0.32,legal_facts,narrative
motive_jealousy_revenge,motive_jealousy_revenge,2,14,0.24171428571428571,0.42,narrative,narrative
insanity,assault_method_shooting,2,157,0.2409936305732484,0.32,legal_facts,narrative
insanity,weapon_present,2,94,0.23672340425531913,0.32,legal_facts,narrative
confession_or_admission,prior_threats,2,2,0.236,0.29,evidence,narrative
loss_of_control,weapon_sharp,2,104,0.23565384615384616,0.32,legal_facts,narrative
murder,poisoning,2,218,0.23338532110091742,0.32,legal_facts,narrative
location_private_dwelling,weapon_blunt,2,5,0.233,0.26,narrative,narrative
weapon_blunt,location_private_dwelling,2,5,0.233,0.26,narrative,narrative
lawful_killing_self_defence,assault_method_blunt_force,2,6,0.2325,0.32,legal_facts,narrative
actus_reus_killing,inconsistent_statements,2,3,0.23,0.23,legal_facts,evidence
assault_method_shooting,tied_restraint,2,44,0.22893181818181818,0.285,narrative,narrative
tied_restraint,assault_method_shooting,2,44,0.2286590909090909,0.273,narrative,narrative
accessory_or_complicity,location_private_dwelling,2,39,0.22623076923076924,0.32,legal_facts,narrative
loss_of_control,location_public_space,2,26,0.226,0.32,legal_facts,narrative
insanity,confession_or_admission,2,5,0.2244,0.37,legal_facts,evidence
actus_reus_killing,poisoning,2,27,0.22044444444444444,0.32,legal_facts,narrative
diminished_responsibility,poisoning,2,262,0.21928244274809158,0.32,legal_facts,narrative
mens_rea_intent_to_kill,defendant_intoxicated,2,323,0.2173498452012384,0.47,legal_facts,narrative
accessory_or_complicity,tied_restraint,2,13,0.2173076923076923,0.32,legal_facts,narrative
flight_after_offence,planning_premeditation,2,25,0.21632,0.26,narrative,narrative
planning_premeditation,flight_after_offence,2,25,0.21632,0.26,narrative,narrative
actus_reus_killing,prior_conflict,2,4,0.21200000000000002,0.32,legal_facts,narrative
weapon_blunt,weapon_sharp,2,24,0.210875,0.32,narrative,narrative
weapon_sharp,weapon_blunt,2,24,0.210875,0.32,narrative,narrative
murder,flight_after_offence,2,100,0.20734000000000002,0.32,legal_facts,narrative
tied_restraint,injury_defensive_wounds,1,1,0.87,0.87,narrative,evidence
abduction,accessory_or_complicity,1,12,0.77,0.77,narrative,legal_facts
abduction,diminished_responsibility,1,2,0.77,0.77,narrative,legal_facts
assault_method_blunt_force,causation,1,2,0.77,0.77,narrative,legal_facts
boasting_admissions,lawful_killing_self_defence,1,1,0.77,0.77,narrative,legal_facts
boasting_admissions,unlawful_killing,1,2,0.77,0.77,narrative,legal_facts
encounter,insanity,1,1,0.77,0.77,narrative,legal_facts
encounter,mens_rea_intent_to_kill,1,2,0.77,0.77,narrative,legal_facts
motive_jealousy_revenge,insanity,1,1,0.77,0.77,narrative,legal_facts
planning_premeditation,insanity,1,2,0.77,0.77,narrative,legal_facts
poisoning,insanity,1,1,0.77,0.77,narrative,legal_facts
prior_assault,murder,1,9,0.7366666666666667,0.77,narrative,legal_facts
location_public_space,injury_defensive_wounds,1,3,0.7200000000000001,0.72,narrative,evidence
prior_assault,confession_or_admission,1,3,0.7200000000000001,0.72,narrative,evidence
abduction,injury_defensive_wounds,1,4,0.72,0.72,narrative,evidence
abduction,wound_sharp_force,1,4,0.72,0.72,narrative,evidence
assault_method_blunt_force,injury_defensive_wounds,1,2,0.72,0.72,narrative,evidence
encounter,inconsistent_statements,1,7,0.72,0.72,narrative,evidence
location_private_dwelling,inconsistent_statements,1,1,0.72,0.72,narrative,evidence
motive_jealousy_revenge,injury_defensive_wounds,1,1,0.72,0.72,narrative,evidence
weapon_sharp,manslaughter_unlawful_act,1,28,0.7164285714285714,0.77,narrative,legal_facts
assault_method_stabbing,injury_defensive_wounds,1,8,0.698125,0.72,narrative,evidence
assault_method_stabbing,insanity,1,7,0.6842857142857143,0.77,narrative,legal_facts
abduction,self_defence_legal,1,36,0.6825555555555556,0.77,narrative,legal_facts
prior_threats,self_defence_legal,1,18,0.6825555555555556,0.77,narrative,legal_facts
confession_or_admission,manslaughter_unlawful_act,1,1,0.67,0.67,evidence,legal_facts
injury_defensive_wounds,accessory_or_complicity,1,3,0.67,0.67,evidence,legal_facts
injury_defensive_wounds,murder,1,20,0.67,0.67,evidence,legal_facts
wound_sharp_force,insanity,1,1,0.67,0.67,evidence,legal_facts
wound_sharp_force,lawful_killing_self_defence,1,1,0.67,0.67,evidence,legal_facts
wound_sharp_force,manslaughter_unlawful_act,1,2,0.67,0.67,evidence,legal_facts
abduction,unlawful_killing,1,6,0.6699999999999999,0.77,narrative,legal_facts
poisoning,unlawful_killing,1,3,0.6699999999999999,0.77,narrative,legal_facts
prior_threats,mens_rea_intent_to_kill,1,3,0.6699999999999999,0.77,narrative,legal_facts
prior_threats,unlawful_killing,1,3,0.6699999999999999,0.77,narrative,legal_facts
strangulation,inconsistent_statements,1,3,0.6616666666666666,0.72,narrative,evidence
assault_method_shooting,inconsistent_statements,1,14,0.66,0.72,narrative,evidence
prior_conflict,self_defence_legal,1,14,0.6575714285714286,0.77,narrative,legal_facts
weapon_sharp,injury_defensive_wounds,1,15,0.6523333333333333,0.72,narrative,evidence
assault_method_shooting,gunshot_residue_gsr,1,12,0.645,0.87,narrative,evidence
weapon_petrol_fire,inconsistent_statements,1,6,0.6441666666666667,0.72,narrative,evidence
weapon_firearm,gunshot_residue_gsr,1,16,0.641875,0.87,narrative,evidence
alibi_claim,inconsistent_statements,1,20,0.6359999999999999,0.72,narrative,evidence
alibi_claim,injury_defensive_wounds,1,2,0.6325000000000001,0.72,narrative,evidence
strangulation,wound_sharp_force,1,4,0.6325000000000001,0.72,narrative,evidence
defendant_intoxicated,manslaughter_unlawful_act,1,40,0.630325,0.77,narrative,legal_facts
alibi_claim,lawful_killing_self_defence,1,15,0.63,0.77,narrative,legal_facts
prior_conflict,inconsistent_statements,1,3,0.6266666666666666,0.72,narrative,evidence
abduction,causation,1,52,0.6258461538461538,0.77,narrative,legal_facts
prior_threats,causation,1,26,0.6258461538461538,0.77,narrative,legal_facts
weapon_firearm,inconsistent_statements,1,44,0.6253409090909091,0.72,narrative,evidence
assault_method_stabbing,manslaughter_unlawful_act,1,6,0.62,0.77,narrative,legal_facts
boasting_admissions,accessory_or_complicity,1,2,0.62,0.77,narrative,legal_facts
location_public_space,manslaughter_unlawful_act,1,2,0.62,0.77,narrative,legal_facts
prior_threats,actus_reus_killing,1,10,0.62,0.77,narrative,legal_facts
injury_defensive_wounds,tied_restraint,1,1,0.62,0.62,evidence,narrative
location_private_dwelling,diminished_responsibility,1,6,0.6076666666666667,0.77,narrative,legal_facts
poisoning,confession_or_admission,1,6,0.5975,0.72,narrative,evidence
weapon_sharp,insanity,1,5,0.5902000000000001,0.77,narrative,legal_facts
gunshot_residue_gsr,murder,1,8,0.589,0.67,evidence,legal_facts
encounter,unlawful_killing,1,2,0.583,0.583,narrative,legal_facts
location_private_dwelling,lawful_killing_self_defence,1,1,0.583,0.583,narrative,legal_facts
joint_enterprise_presence,lawful_killing_self_defence,1,8,0.582625,0.77,narrative,legal_facts
encounter,financial_transactions_gain,1,14,0.58,0.72,narrative,evidence
joint_enterprise_presence,financial_transactions_gain,1,6,0.58,0.72,narrative,evidence
location_private_dwelling,financial_transactions_gain,1,2,0.58,0.72,narrative,evidence
location_public_space,financial_transactions_gain,1,2,0.58,0.72,narrative,evidence
motive_financial_gain,inconsistent_statements,1,2,0.58,0.72,narrative,evidence
prior_conflict,confession_or_admission,1,45,0.5619555555555555,0.72,narrative,evidence
weapon_present,lawful_killing_self_defence,1,18,0.5500555555555555,0.77,narrative,legal_facts
motive_financial_gain,murder,1,44,0.5450681818181818,0.77,narrative,legal_facts
abduction,inconsistent_statements,1,1,0.545,0.545,narrative,evidence
joint_enterprise_presence,injury_defensive_wounds,1,1,0.545,0.545,narrative,evidence
planning_premeditation,injury_defensive_wounds,1,2,0.545,0.545,narrative,evidence
planning_premeditation,wound_sharp_force,1,2,0.545,0.545,narrative,evidence
wound_sharp_force,mens_rea_intent_to_kill,1,16,0.54,0.67,evidence,legal_facts
assault_method_stabbing,diminished_responsibility,1,12,0.5399999999999999,0.77,narrative,legal_facts
planning_premeditation,financial_transactions_gain,1,18,0.5362222222222222,0.72,narrative,evidence
strangulation,financial_transactions_gain,1,6,0.5333333333333333,0.72,narrative,evidence
motive_financial_gain,confession_or_admission,1,30,0.5202666666666667,0.72,narrative,evidence
motive_financial_gain,financial_transactions_gain,1,4,0.519,0.87,narrative,evidence
motive_jealousy_revenge,weapon_blunt,1,3,0.5166666666666667,0.63,narrative,narrative
assault_method_stabbing,loss_of_control,1,4,0.5125,0.583,narrative,legal_facts
injury_defensive_wounds,actus_reus_killing,1,1,0.508,0.508,evidence,legal_facts
prior_conflict,financial_transactions_gain,1,6,0.5053333333333333,0.72,narrative,evidence
weapon_blunt,motive_jealousy_revenge,1,3,0.5033333333333333,0.63,narrative,narrative
weapon_firearm,lawful_killing_self_defence,1,4,0.5,0.77,narrative,legal_facts
weapon_blunt,prior_assault,1,3,0.48333333333333334,0.57,narrative,narrative
prior_assault,weapon_blunt,1,3,0.4766666666666666,0.57,narrative,narrative
financial_transactions_gain,murder,1,44,0.4750681818181818,0.67,evidence,legal_facts
flight_after_offence,accessory_or_complicity,1,24,0.4718333333333333,0.77,narrative,legal_facts
inconsistent_statements,encounter,1,7,0.47000000000000003,0.47,evidence,narrative
alibi_claim,self_defence_legal,1,4,0.47,0.47,narrative,legal_facts
assault_method_shooting,manslaughter_unlawful_act,1,1,0.47,0.47,narrative,legal_facts
assault_method_stabbing,withdrawal_effective,1,1,0.47,0.47,narrative,legal_facts
confession_or_admission,prior_assault,1,3,0.47,0.47,evidence,narrative
defendant_intoxicated,insanity,1,1,0.47,0.47,narrative,legal_facts
defendant_intoxicated,withdrawal_effective,1,1,0.47,0.47,narrative,legal_facts
encounter,withdrawal_effective,1,2,0.47,0.47,narrative,legal_facts
flight_after_offence,actus_reus_killing,1,2,0.47,0.47,narrative,legal_facts
inconsistent_statements,location_private_dwelling,1,1,0.47,0.47,evidence,narrative
injury_defensive_wounds,abduction,1,4,0.47,0.47,evidence,narrative
injury_defensive_wounds,assault_method_blunt_force,1,2,0.47,0.47,evidence,narrative
injury_defensive_wounds,location_public_space,1,3,0.47,0.47,evidence,narrative
injury_defensive_wounds,motive_jealousy_revenge,1,1,0.47,0.47,evidence,narrative
location_public_space,withdrawal_effective,1,6,0.47,0.47,narrative,legal_facts
prior_assault,mens_rea_intent_to_kill,1,1,0.47,0.47,narrative,legal_facts
strangulation,causation,1,1,0.47,0.47,narrative,legal_facts
strangulation,withdrawal_effective,1,1,0.47,0.47,narrative,legal_facts
tied_restraint,diminished_responsibility,1,2,0.47,0.47,narrative,legal_facts
wound_sharp_force,abduction,1,4,0.47,0.47,evidence,narrative
flight_after_offence,unlawful_killing,1,3,0.461,0.583,narrative,legal_facts
motive_jealousy_revenge,prior_assault,1,1,0.46,0.46,narrative,narrative
planning_premeditation,lawful_killing_self_defence,1,6,0.45999999999999996,0.77,narrative,legal_facts
injury_defensive_wounds,assault_method_stabbing,1,8,0.45599999999999996,0.47,evidence,narrative
abduction,financial_transactions_gain,1,2,0.44000000000000006,0.545,narrative,evidence
joint_enterprise_presence,prior_assault,1,2,0.44,0.46,narrative,narrative
weapon_present,prior_assault,1,2,0.44,0.46,narrative,narrative
prior_assault,motive_jealousy_revenge,1,1,0.44,0.44,narrative,narrative
inconsistent_statements,strangulation,1,3,0.4326666666666667,0.47,evidence,narrative
inconsistent_statements,assault_method_shooting,1,14,0.43142857142857144,0.47,evidence,narrative
prior_assault,joint_enterprise_presence,1,2,0.43,0.44,narrative,narrative
prior_assault,weapon_present,1,2,0.43,0.44,narrative,narrative
injury_defensive_wounds,weapon_sharp,1,15,0.4265333333333333,0.47,evidence,narrative
gunshot_residue_gsr,assault_method_shooting,1,12,0.42649999999999993,0.62,evidence,narrative
gunshot_residue_gsr,weapon_firearm,1,16,0.423375,0.62,evidence,narrative
inconsistent_statements,weapon_petrol_fire,1,6,0.42133333333333334,0.47,evidence,narrative
weapon_petrol_fire,actus_reus_killing,1,12,0.42133333333333334,0.47,narrative,legal_facts
abduction,assault_method_blunt_force,1,8,0.42,0.42,narrative,narrative
abduction,prior_threats,1,2,0.42,0.42,narrative,narrative
abduction,tied_restraint,1,4,0.42,0.42,narrative,narrative
accessory_or_complicity,insanity,1,1,0.42,0.42,legal_facts,legal_facts
actus_reus_killing,loss_of_control,1,2,0.42,0.42,legal_facts,legal_facts
alibi_claim,prior_assault,1,1,0.42,0.42,narrative,narrative
assault_method_blunt_force,abduction,1,8,0.42,0.42,narrative,narrative
boasting_admissions,defendant_intoxicated,1,2,0.42,0.42,narrative,narrative
boasting_admissions,encounter,1,1,0.42,0.42,narrative,narrative
boasting_admissions,weapon_blunt,1,2,0.42,0.42,narrative,narrative
confession_or_admission,injury_defensive_wounds,1,4,0.42,0.42,evidence,evidence
defendant_intoxicated,boasting_admissions,1,2,0.42,0.42,narrative,narrative
encounter,boasting_admissions,1,1,0.42,0.42,narrative,narrative
encounter,weapon_petrol_fire,1,1,0.42,0.42,narrative,narrative
injury_defensive_wounds,confession_or_admission,1,4,0.42,0.42,evidence,evidence
injury_defensive_wounds,wound_sharp_force,1,1,0.42,0.42,evidence,evidence
insanity,accessory_or_complicity,1,1,0.42,0.42,legal_facts,legal_facts
insanity,loss_of_control,1,2,0.42,0.42,legal_facts,legal_facts
location_public_space,poisoning,1,2,0.42,0.42,narrative,narrative
location_public_space,prior_assault,1,4,0.42,0.42,narrative,narrative
loss_of_control,actus_reus_killing,1,2,0.42,0.42,legal_facts,legal_facts
loss_of_control,insanity,1,2,0.42,0.42,legal_facts,legal_facts
motive_jealousy_revenge,tied_restraint,1,1,0.42,0.42,narrative,narrative
motive_jealousy_revenge,weapon_petrol_fire,1,1,0.42,0.42,narrative,narrative
planning_premeditation,prior_assault,1,3,0.42,0.42,narrative,narrative
poisoning,location_public_space,1,2,0.42,0.42,narrative,narrative
prior_assault,alibi_claim,1,1,0.42,0.42,narrative,narrative
prior_assault,location_public_space,1,4,0.42,0.42,narrative,narrative
prior_assault,planning_premeditation,1,3,0.42,0.42,narrative,narrative
prior_threats,abduction,1,2,0.42,0.42,narrative,narrative
tied_restraint,abduction,1,4,0.42,0.42,narrative,narrative
tied_restraint,motive_jealousy_revenge,1,1,0.42,0.42,narrative,narrative
weapon_blunt,boasting_admissions,1,2,0.42,0.42,narrative,narrative
weapon_petrol_fire,encounter,1,1,0.42,0.42,narrative,narrative
weapon_petrol_fire,motive_jealousy_revenge,1,1,0.42,0.42,narrative,narrative
wound_sharp_force,injury_defensive_wounds,1,1,0.42,0.42,evidence,evidence
inconsistent_statements,alibi_claim,1,20,0.41600000000000004,0.47,evidence,narrative
injury_defensive_wounds,alibi_claim,1,2,0.414,0.47,evidence,narrative
strangulation,lawful_killing_self_defence,1,2,0.414,0.47,narrative,legal_facts
weapon_sharp,withdrawal_effective,1,2,0.414,0.47,narrative,legal_facts
wound_sharp_force,strangulation,1,4,0.414,0.47,evidence,narrative
prior_assault,weapon_firearm,1,11,0.4109090909090909,0.42,narrative,narrative
weapon_firearm,prior_assault,1,11,0.4109090909090909,0.42,narrative,narrative
inconsistent_statements,prior_conflict,1,3,0.41,0.47,evidence,narrative
wound_sharp_force,causation,1,1,0.41,0.41,evidence,legal_facts
inconsistent_statements,weapon_firearm,1,44,0.40918181818181815,0.47,evidence,narrative
abduction,assault_method_stabbing,1,32,0.4075,0.42,narrative,narrative
assault_method_stabbing,abduction,1,32,0.4075,0.42,narrative,narrative
prior_threats,weapon_firearm,1,30,0.40599999999999997,0.42,narrative,narrative
weapon_firearm,prior_threats,1,30,0.40599999999999997,0.42,narrative,narrative
abduction,weapon_present,1,18,0.40222222222222226,0.42,narrative,narrative
prior_threats,weapon_present,1,9,0.40222222222222226,0.42,narrative,narrative
weapon_present,abduction,1,18,0.40222222222222226,0.42,narrative,narrative
weapon_present,prior_threats,1,9,0.40222222222222226,0.42,narrative,narrative
assault_method_shooting,weapon_blunt,1,82,0.3953658536585366,0.57,narrative,narrative
weapon_blunt,assault_method_shooting,1,82,0.3953658536585366,0.57,narrative,narrative
boasting_admissions,weapon_present,1,12,0.3933333333333333,0.42,narrative,narrative
weapon_present,boasting_admissions,1,12,0.3933333333333333,0.42,narrative,narrative
confession_or_admission,poisoning,1,6,0.3913333333333333,0.47,evidence,narrative
accessory_or_complicity,diminished_responsibility,1,20,0.39,0.42,legal_facts,legal_facts
diminished_responsibility,accessory_or_complicity,1,20,0.39,0.42,legal_facts,legal_facts
manslaughter_unlawful_act,self_defence_legal,1,9,0.3844444444444444,0.42,legal_facts,legal_facts
self_defence_legal,manslaughter_unlawful_act,1,9,0.3844444444444444,0.42,legal_facts,legal_facts
boasting_admissions,weapon_firearm,1,96,0.38135416666666666,0.57,narrative,narrative
weapon_firearm,boasting_admissions,1,96,0.38135416666666666,0.57,narrative,narrative
financial_transactions_gain,location_private_dwelling,1,2,0.38,0.47,evidence,narrative
financial_transactions_gain,location_public_space,1,2,0.38,0.47,evidence,narrative
inconsistent_statements,motive_financial_gain,1,2,0.38,0.47,evidence,narrative
location_private_dwelling,mens_rea_intent_to_kill,1,4,0.38,0.47,narrative,legal_facts
motive_financial_gain,actus_reus_killing,1,2,0.38,0.47,narrative,legal_facts
prior_threats,accessory_or_complicity,1,2,0.38,0.47,narrative,legal_facts
financial_transactions_gain,encounter,1,14,0.37999999999999995,0.47,evidence,narrative
financial_transactions_gain,joint_enterprise_presence,1,6,0.37999999999999995,0.47,evidence,narrative
assault_method_shooting,prior_threats,1,31,0.37870967741935485,0.42,narrative,narrative
prior_threats,assault_method_shooting,1,31,0.37870967741935485,0.42,narrative,narrative
planning_premeditation,poisoning,1,12,0.375,0.445,narrative,narrative
flight_after_offence,withdrawal_effective,1,3,0.37266666666666665,0.47,narrative,legal_facts
location_private_dwelling,causation,1,3,0.37266666666666665,0.47,narrative,legal_facts
boasting_admissions,planning_premeditation,1,10,0.372,0.42,narrative,narrative
planning_premeditation,boasting_admissions,1,10,0.372,0.42,narrative,narrative
insanity,wound_sharp_force,1,1,0.37,0.37,legal_facts,evidence
lawful_killing_self_defence,wound_sharp_force,1,1,0.37,0.37,legal_facts,evidence
manslaughter_unlawful_act,confession_or_admission,1,1,0.37,0.37,legal_facts,evidence
manslaughter_unlawful_act,wound_sharp_force,1,2,0.37,0.37,legal_facts,evidence
murder,injury_defensive_wounds,1,20,0.37,0.37,legal_facts,evidence
accessory_or_complicity,injury_defensive_wounds,1,3,0.36999999999999994,0.37,legal_facts,evidence
